DATE,ISO_YEAR,WEEKDAY,LUNAR_DAY,LUNAR_MONTH,LUNAR_YEAR,LEAP_LUNAR_YEAR,LEAP_LUNAR_MONTH,HOLIDAY,WORKING_HOLIDAYS,LAST_SALE_IN_DATE,OFF_HOLIDAYS
9/30/2024,2024,2,28,8,2024,0,,,Yes,9/27/2024,0
10/1/2024,2024,3,29,8,2024,0,,,Yes,10/28/2024,0
10/2/2024,2024,4,30,8,2024,0,,,Yes,10/28/2024,0
10/3/2024,2024,5,1,9,2024,0,,,Yes,10/28/2024,0
10/4/2024,2024,6,2,9,2024,0,,,Yes,10/28/2024,0
10/5/2024,2024,7,3,9,2024,0,,,Yes,10/28/2024,0
10/6/2024,2024,1,4,9,2024,0,,,Yes,10/28/2024,0
10/7/2024,2024,2,5,9,2024,0,,,Yes,10/28/2024,0
10/8/2024,2024,3,6,9,2024,0,,,Yes,10/28/2024,0
10/9/2024,2024,4,7,9,2024,0,,,Yes,10/28/2024,0
10/10/2024,2024,5,8,9,2024,0,,,Yes,10/28/2024,0
10/11/2024,2024,6,9,9,2024,0,,,Yes,10/28/2024,0
10/12/2024,2024,7,10,9,2024,0,,,Yes,10/28/2024,0
10/13/2024,2024,1,11,9,2024,0,,,Yes,10/28/2024,0
10/14/2024,2024,2,12,9,2024,0,,,Yes,10/28/2024,0
10/15/2024,2024,3,13,9,2024,0,,,Yes,10/28/2024,0
10/16/2024,2024,4,14,9,2024,0,,,Yes,10/28/2024,0
10/17/2024,2024,5,15,9,2024,0,,Vegan Day,Yes,10/28/2024,0
10/18/2024,2024,6,16,9,2024,0,,,Yes,10/28/2024,0
10/19/2024,2024,7,17,9,2024,0,,,Yes,10/28/2024,0
10/20/2024,2024,1,18,9,2024,0,,,Yes,10/28/2024,0
10/21/2024,2024,2,19,9,2024,0,,,Yes,10/28/2024,0
10/22/2024,2024,3,20,9,2024,0,,,Yes,10/28/2024,0
10/23/2024,2024,4,21,9,2024,0,,,Yes,10/28/2024,0
10/24/2024,2024,5,22,9,2024,0,,,Yes,10/28/2024,0
10/25/2024,2024,6,23,9,2024,0,,,Yes,10/28/2024,0
10/26/2024,2024,7,24,9,2024,0,,,Yes,10/28/2024,0
10/27/2024,2024,1,25,9,2024,0,,,Yes,10/28/2024,0
10/28/2024,2024,2,26,9,2024,0,,,Yes,10/28/2024,0
10/29/2024,2024,3,27,9,2024,0,,,Yes,10/28/2024,0
10/30/2024,2024,4,28,9,2024,0,,,Yes,10/28/2024,0
10/31/2024,2024,5,29,9,2024,0,,,Yes,10/28/2024,0
11/1/2024,2024,6,1,10,2024,0,,,Yes,11/27/2024,0
11/2/2024,2024,7,2,10,2024,0,,,Yes,11/27/2024,0
11/3/2024,2024,1,3,10,2024,0,,,Yes,11/27/2024,0
11/4/2024,2024,2,4,10,2024,0,,,Yes,11/27/2024,0
11/5/2024,2024,3,5,10,2024,0,,,Yes,11/27/2024,0
11/6/2024,2024,4,6,10,2024,0,,,Yes,11/27/2024,0
11/7/2024,2024,5,7,10,2024,0,,,Yes,11/27/2024,0
11/8/2024,2024,6,8,10,2024,0,,,Yes,11/27/2024,0
11/9/2024,2024,7,9,10,2024,0,,,Yes,11/27/2024,0
11/10/2024,2024,1,10,10,2024,0,,,Yes,11/27/2024,0
11/11/2024,2024,2,11,10,2024,0,,,Yes,11/27/2024,0
11/12/2024,2024,3,12,10,2024,0,,,Yes,11/27/2024,0
11/13/2024,2024,4,13,10,2024,0,,,Yes,11/27/2024,0
11/14/2024,2024,5,14,10,2024,0,,,Yes,11/27/2024,0
11/15/2024,2024,6,15,10,2024,0,,Vegan Day,Yes,11/27/2024,0
11/16/2024,2024,7,16,10,2024,0,,,Yes,11/27/2024,0
11/17/2024,2024,1,17,10,2024,0,,,Yes,11/27/2024,0
11/18/2024,2024,2,18,10,2024,0,,,Yes,11/27/2024,0
11/19/2024,2024,3,19,10,2024,0,,,Yes,11/27/2024,0
11/20/2024,2024,4,20,10,2024,0,,,Yes,11/27/2024,0
11/21/2024,2024,5,21,10,2024,0,,,Yes,11/27/2024,0
11/22/2024,2024,6,22,10,2024,0,,,Yes,11/27/2024,0
11/23/2024,2024,7,23,10,2024,0,,,Yes,11/27/2024,0
11/24/2024,2024,1,24,10,2024,0,,,Yes,11/27/2024,0
11/25/2024,2024,2,25,10,2024,0,,,Yes,11/27/2024,0
11/26/2024,2024,3,26,10,2024,0,,,Yes,11/27/2024,0
11/27/2024,2024,4,27,10,2024,0,,,Yes,11/27/2024,0
11/28/2024,2024,5,28,10,2024,0,,,Yes,11/27/2024,0
11/29/2024,2024,6,29,10,2024,0,,,Yes,11/27/2024,0
11/30/2024,2024,7,30,10,2024,0,,,Yes,11/27/2024,0
12/1/2024,2024,1,1,11,2024,0,,,Yes,12/27/2024,0
12/2/2024,2024,2,2,11,2024,0,,,Yes,12/27/2024,0
12/3/2024,2024,3,3,11,2024,0,,,Yes,12/27/2024,0
12/4/2024,2024,4,4,11,2024,0,,,Yes,12/27/2024,0
12/5/2024,2024,5,5,11,2024,0,,,Yes,12/27/2024,0
12/6/2024,2024,6,6,11,2024,0,,,Yes,12/27/2024,0
12/7/2024,2024,7,7,11,2024,0,,,Yes,12/27/2024,0
12/8/2024,2024,1,8,11,2024,0,,,Yes,12/27/2024,0
12/9/2024,2024,2,9,11,2024,0,,,Yes,12/27/2024,0
12/10/2024,2024,3,10,11,2024,0,,,Yes,12/27/2024,0
12/11/2024,2024,4,11,11,2024,0,,,Yes,12/27/2024,0
12/12/2024,2024,5,12,11,2024,0,,,Yes,12/27/2024,0
12/13/2024,2024,6,13,11,2024,0,,,Yes,12/27/2024,0
12/14/2024,2024,7,14,11,2024,0,,,Yes,12/27/2024,0
12/15/2024,2024,1,15,11,2024,0,,Vegan Day,Yes,12/27/2024,0
12/16/2024,2024,2,16,11,2024,0,,,Yes,12/27/2024,0
12/17/2024,2024,3,17,11,2024,0,,,Yes,12/27/2024,0
12/18/2024,2024,4,18,11,2024,0,,,Yes,12/27/2024,0
12/19/2024,2024,5,19,11,2024,0,,,Yes,12/27/2024,0
12/20/2024,2024,6,20,11,2024,0,,,Yes,12/27/2024,0
12/21/2024,2024,7,21,11,2024,0,,,Yes,12/27/2024,0
12/22/2024,2024,1,22,11,2024,0,,,Yes,12/27/2024,0
12/23/2024,2024,2,23,11,2024,0,,,Yes,12/27/2024,0
12/24/2024,2024,3,24,11,2024,0,,,Yes,12/27/2024,0
12/25/2024,2024,4,25,11,2024,0,,,Yes,12/27/2024,0
12/26/2024,2024,5,26,11,2024,0,,,Yes,12/27/2024,0
12/27/2024,2024,6,27,11,2024,0,,,Yes,12/27/2024,0
12/28/2024,2024,7,28,11,2024,0,,,Yes,12/27/2024,0
12/29/2024,2024,1,29,11,2024,0,,,Yes,12/27/2024,0
12/30/2024,2024,2,30,11,2024,0,,,Yes,12/27/2024,0
12/31/2024,2024,3,1,12,2024,0,,,Yes,12/27/2024,0
